project_id,winning_date,winning_notice_url,order_id,winning_order_cnt,project_winning_amt,supplier_name,supplier_addr,order_name,winning_amt,cadidate_name,buyer_name,buyer_addr,buyer_contact,buyer_phone,agency_name,agency_addr,agency_contact,agency_phone,source_id
清后招2022096,2022年12月20日 11:56,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221220_19262578.htm,1,1,,北京信科联物业管理有限公司,北京市海淀区莱圳家园18号楼4层4010室,清华大学教学区教室保洁、值班、摆车服务,597.8028520（万元）,,清华大学,北京市海淀区清华园,赵老师010-62796988,,华诚博远工程咨询有限公司,北京市西城区宣武门外大街10号庄胜广场中央办公楼北翼13A,周满堂010-57693587、182100945183,,1
2022-GADX-HW-236,2022年12月21日 17:17,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221221_19274355.htm,1,1,,北京世纪超星信息技术发展有限责任公司,北京市海淀区上地三街9号金隅嘉华大厦C座710室,中国人民公安大学2022年智慧教室建设项目,,,中国人民公安大学,北京市西城区木樨地南里1号,杨老师、曹老师：010-83903270,,北京兴电国际工程管理有限公司,海淀区首体南路9号中国电工大厦7层717,王工、徐工;177185330803,,1
0686-2211CJ090981Z,2022年12月23日 16:28,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202212/t20221223_19287684.htm,1,1,,北京中科坤元科技有限公司,北京中科坤元科技有限公司,知行楼特色智慧教室设备项目,274.6555000（万元）,,对外经济贸易大学,北京市朝阳区惠新东街10号,冯明飞老师010-64494571,,北京国际贸易有限公司,北京市朝阳区建国门外大街甲3号,郑捷、李姝、韩越010-85343324/3435、138109697683,,1
智慧教室设施更新项目,2022年12月23日 16:31,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202212/t20221223_19287720.htm,1,1,,北京伟森盛业家具有限公司,河北省唐山市汉沽管理区临津产业园,智慧教室设施更新项目,246.3083000（万元）,,对外经济贸易大学,北京市朝阳区惠新东街10号,冯明飞老师010-64494571,,北京国际贸易有限公司,北京市朝阳区建国门外大街甲3号,郑捷、李姝、韩越，010-85343324/3435138109697693,,1
JKQCG_22_0558,2022年12月07日 10:42,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202212/t20221207_19172436.htm,1,1,,北京达视京科科技发展有限公司中标成交,,北京市第二中学经开区学校校园改造提升项目-学校演播室录课室会议室阶梯教室改造升级（第二包）,,,北京市第二中学经开区学校,北京经济技术开发区X39地块,"董杨凯,010-67802277-1108",,华诚博远工程咨询有限公司,北京市大兴区枣园路19号1幢503室,何江敏，13833333054、010-692481723,,1
JKQCG_22_0560,2022年12月07日 10:46,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202212/t20221207_19172428.htm,1,1,,北京嘉利仕维科教设备技术有限责任公司中标成交,,北京市第二中学经开区学校校园改造提升项目-学科类专业教室改造,,,北京市第二中学经开区学校,北京经济技术开发区X39地块,"温志东,010-67802277-1108",,华诚博远工程咨询有限公司,北京市大兴区枣园路19号1幢503室,何江敏，13833333054、010-692481723,,1
BMCC-ZC22-0568,2022年12月07日 17:54,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202212/t20221207_19178166.htm,1,1,,中国建筑科学研究院有限公司,北京市朝阳区北三环东路30号,北京交通大学雄安校区智慧校园专项规划咨询服务项目,172.9800000（万元）,,北京交通大学,北京市海淀区上园村3号,皇甫老师010-51684375,,北京明德致信咨询有限公司,北京市海淀区学院路30号科大天工大厦B座17层09室,王爽、吕绍山、万雅萌，010-82370045、151102035013,,1
XHTC-HW-2022-1735,2022年12月09日 19:03,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221209_19199406.htm,1,1,,联通数字科技有限公司,北京市北京经济技术开发区科谷一街10号院8号楼12层1201(北京自贸试验区高端产业片区亦庄组团)）,北京师范大学5G智慧校园示范场景建设,749.1800000（万元）,,北京师范大学,北京市海淀区新街口外大街19号,滕老师zfcg@bnu.edu.cn,,新华招标有限公司,北京市海淀区莲花池东路39号西金大厦11层,叶子青、李硕、杜女士010-639059773,,1
ZCGH-ZB-202211025,2022年12月12日 15:58,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202212/t20221212_19207662.htm,1,1,,北京世纪林海广告有限公司,北京市密云县西田各庄镇雁密路99号601室-627,北京市密云区西田各庄镇中心小学（卸甲山小学）计算机教室及主控机房设备更新改造工程,51.2780000（万元）,,北京市密云区西田各庄镇中心小学,北京市密云区卸甲山小学,010-61009732,,中承国汇咨询(北京)有限公司,北京市北京经济技术开发区万源街22号,010-533837793,,1
CFTC-BJ01-22011076,2022年12月12日 19:03,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221212_19211822.htm,1,1,,北京天宝信息科技有限公司,北京市海淀区西四环北路158号1幢11层441号,北京师范大学珠海校区同声传译实训室设备采购项目,293.0860000（万元）,,北京师范大学,北京市新街口外大街19号,滕老师zfcg@bnu.edu.cn,,国金招标有限公司,北京市朝阳区东三环南路甲52号顺迈金钻国际商务中心9层9C,边璐、王珊珊、张金鑫、吴丹、张含勇010-562150503,,1
XHTC-HW-2022-1507,2022年12月13日 21:05,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221213_19222210.htm,"1,2,3",3,,"北京基线天成科技有限公司,北京国信晟通科技发展有限公司,北京晨光溢海数码科技有限公司","北京市海淀区东北旺西路8号院25号楼4层428室,北京市海淀区蓝靛厂南路25号1幢5层07-1号,北京市通州区新华北街75号",中国人民大学通州新校区智慧教室设备及配套设施采购项目,"830.0000000（万元）,960.6000000（万元）,1332.6490000（万元）",,中国人民大学,北京市海淀区中关村大街59号,肖老师010-62511204,,新华招标有限公司,北京市海淀区莲花池东路39号西金大厦11层新华招标,唐靖凯010-63905975、张际阳010-639059723,,1
11010822210200007488-XM001,2022年12月15日 16:28,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202212/t20221215_19236325.htm,"1,2,3",3,,"科大讯飞（北京）有限公司中标成交,北京蓝海华业工程技术有限公司中标成交,北京康邦科技有限公司中标成交",,海淀区教师进修学校新校区智慧校园二期建设项目,,,北京市海淀区教师进修学校,北京市海淀区西四环北路11号,"陈老师,010-56733022",,北京国际招标有限公司,北京市东城区朝阳门北小街71号,苏琳、白辰、隋志亮、梁东煜、游路群，010-84046631（业务咨询）；010-84045694（发票及退保证金）3,,1
北林招（货）[ZB2022]058号,2022年12月15日 21:06,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221215_19239502.htm,1,1,,北京晨光溢海数码科技有限公司,北京市通州区新华北街75号,北京林业大学智慧教室改造采购项目,596.9000000（万元）,,北京林业大学,北京市海淀区清华东路35号,李老师010-62337427,,新华招标有限公司,北京市海淀区莲花池东路39号西金大厦11层,刘聪、赵静淑010-639059663,,1
BMCC-ZC22-0742,2022年12月16日 21:16,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221216_19248478.htm,1,1,,吉荣家具有限公司,泊头市工业开发区,北京科技大学逸夫楼教室桌椅维修更换,527.0470000（万元）,,北京科技大学,北京市海淀区学院路30号,谭老师/010-62332135,,北京明德致信咨询有限公司,北京市海淀区学院路30号科大天工大厦B座17层1709室,韩经理、王经理、吕绍山、颜华3,,1
CTIETC-HWZB-2211071,2022年12月16日 22:40,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221216_19248754.htm,1,1,,北京大唐高鸿数据网络技术有限公司,北京市海淀区东冉北街9号院北区一号楼,北京航空航天大学两校区智慧教室配套设备购置项目,1438.4760000（万元）,,北京航空航天大学,北京市海淀区学院路37号,张老师010-82317596,,中贸国际工程招标（北京）有限公司,北京市丰台区西四环南路35号中都科技大厦516室,成凯、冯英山、陈雪松010-86203830、862038313,,1
ZTXY-2022-F33661,2022年11月11日 16:59,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202211/t20221111_18995338.htm,1,1,,北京电信规划设计院有限公司,北京市海淀区车公庄西路乙19号(华通大厦B座3-7层),中国地质大学（北京）雄安校区智慧校园专项规划编制咨询服务,82.4998000（万元）,,中国地质大学（北京）,北京市海淀区学院路29号,蔡老师；010-82323969,,中天信远国际招投标咨询(北京)有限公司,北京市朝阳区南磨房路37号华腾北搪商务大厦11层1105室,车女士、于先生、鲁女士、王先生；010-537799103,,1
11000022210200025340-XM001,2022年11月15日 10:38,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202211/t20221115_19011467.htm,1,1,,北京中天瑞合科技有限公司中标成交,,分类发展专项配套项目-综合楼教室灯光建设采购,,,北京舞蹈学院,北京市海淀区万寿寺路1号,"王老师,010-68936112",,新华招标有限公司,北京市海淀区莲花池东路39号西金大厦11层,赵静淑、王乙、叶子青、张际阳、刁玉蕊、杜女士，010-63905966、010-639059763,,1
11000022210200024502-XM001,2022年11月15日 13:39,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202211/t20221115_19012797.htm,1,1,,颐信泰通（北京）信息科技股份有限公司中标成交,,智慧管网实训室建设项目,,,北京劳动保障职业学院,北京市昌平区南口路32号（北校区）,"白老师,010-80114089",,中天信远国际招投标咨询(北京)有限公司,北京市朝阳区南磨房路37号华腾北搪商务大厦11层1109室,成志凯、周姗、王师安、张静、鲁智慧，010-519090153,,1
11011322210200003127-XM001,2022年11月16日 16:08,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202211/t20221116_19023798.htm,1,1,,博雅瑞特（北京）文化科技有限公司中标成交,,智慧校园建设基础环境集成实施服务采购项目,,,北京市顺义区西辛小学,北京市顺义区,"吴迪,69447725",,北京招竣建设工程咨询有限公司,北京市顺义区顺通路西侧仓上小区商业服务楼2号,戴美娟，010-614026903,,1
11011422210200002894-XM002,2022年11月17日 14:40,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202211/t20221117_19030812.htm,1,1,,北京金燃永兴节能环保厨房设备有限公司中标成交,,现代服务业综合实训中心烹饪专业实训室设备购置项目,,,北京市昌平职业学校,北京市昌平区沙河镇松兰路6号院,"王琪,80713178",,北京昌珹工程管理有限公司,北京市昌平区城北街道振兴路10号创客梦工场1号楼三层235室,张晓旭，189107500653,,1
11011322210200003126-XM001,2022年11月17日 17:07,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202211/t20221117_19033729.htm,1,1,,北京泛海远达科技有限公司中标成交,,智慧校园建设基础环境集成实施服务采购项目,,,北京市顺义区西辛小学,北京市顺义区,"吴迪,010-69447725",,北京招竣建设工程咨询有限公司,北京市顺义区顺通路西侧仓上小区商业服务楼2号,戴美娟，010-614026903,,1
11010822210200004106-XM001,2022年11月25日 16:30,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202211/t20221125_19090897.htm,1,1,,北京乾邦科技发展有限公司中标成交,,[ID34796]北京市第十九中学（闵庄校区）办公家具专业教室等教育教学设备设施采购项目,,,北京市第十九中学,北京市海淀区万泉河路83号,"郝主任,010-62564821",,北京旌开咨询有限公司,北京市海淀区蓝靛厂南路25号1幢4层11-1号,王博男，010-88501340-8243,,1
0730-226112BJ0137,2022年12月05日 11:58,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221205_19152260.htm,1,1,,北京中天瑞合科技有限公司,北京市海淀区龙岗路51号院7号楼2层45室,北京外国语大学智能教室三期设备采购项目,1396.6000000（万元）,,北京外国语大学,北京市海淀区西三环北路2号,"杨老师,010-88816596",,中航技国际经贸发展有限公司,北京市朝阳区慧忠路5号远大中心B座20层,姜华、孙玉玲，010-883803503,,1
XHTC-HW-2022-1656,2022年12月05日 21:13,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221205_19160479.htm,1,1,,北京富源天成科技有限公司,北京市海淀区唐家岭村南2幢二层204,北京师范大学计算机教室改造,765.0000000（万元）,,北京师范大学,北京市海淀区新街口外大街19号,滕老师zfcg@bnu.edu.cn,,新华招标有限公司,北京市海淀区莲花池东路39号西金大厦11层,叶子青、李硕、杜女士010-639059773,,1
XHTC-HW-2022-1661,2022年12月05日 21:41,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221205_19160574.htm,1,1,,北京中天瑞合科技有限公司,北京市海淀区龙岗路51号院7号楼2层45室,北京师范大学教九楼计算机教室改造,327.9306000（万元）,,北京师范大学,北京市海淀区新街口外大街19号,滕老师zfcg@bnu.edu.cn,,新华招标有限公司,北京市海淀区莲花池东路39号西金大厦11层,叶子青、李硕、杜女士010-639059773,,1
20220920494-3,2022年12月06日 13:30,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202212/t20221206_19163500.htm,1,1,,北京天猿科技有限公司,北京市海淀区双清路3号鸿运大厦33025室,中华女子学院养老护理与老年康复实训室建设项目,53.2000000（万元）,,中华女子学院,北京市朝阳区育慧东路1号,84659195,,北京市京发招标有限公司,北京市崇文门外大街90号,671036853,,1
CFTC-BJ01-22011049,2022年12月06日 17:26,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221206_19168524.htm,1,1,,北京富源天成科技有限公司,北京市海淀区唐家岭村南2幢二层204,北京师范大学公共教室投影机更新项目二期,428.7800000（万元）,,北京师范大学,北京市新街口外大街19号,滕老师zfcg@bnu.edu.cn,,国金招标有限公司,北京市朝阳区东三环南路甲52号顺迈金钻国际商务中心9层9C,边璐、王珊珊、张金鑫、吴丹、张含勇010-562150503,,1
CFTC-BJ01-22011050,2022年12月06日 18:05,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221206_19169191.htm,1,1,,北京金商祺科技有限公司,北京市海淀区北四环西路65号海淀新技术大厦1520室,北京师范大学语音教室改造项目,328.8600000（万元）,,北京师范大学,北京市新街口外大街19号,滕老师zfcg@bnu.edu.cn,,国金招标有限公司,北京市朝阳区东三环南路甲52号顺迈金钻国际商务中心9层9C,边璐、王珊珊、张金鑫、吴丹、张含勇010-562150503,,1
CFTC-BJ01-22011051,2022年12月06日 18:08,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202212/t20221206_19169247.htm,1,1,,北京富源天成科技有限公司,北京市海淀区唐家岭村南2幢二层204,北京师范大学智慧教室建设项目,226.7000000（万元）,,北京师范大学,北京市新街口外大街19号,滕老师zfcg@bnu.edu.cn,,国金招标有限公司,北京市朝阳区东三环南路甲52号顺迈金钻国际商务中心9层9C,边璐、王珊珊、张金鑫、吴丹、张含勇010-562150503,,1
11011122210200004134-XM001,2022年12月06日 18:09,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202212/t20221206_19169011.htm,"1,2",2,,"北京慧仁育达科技有限责任公司中标成交,北京六度方圆科技有限公司中标成交",,首都师范大学附属中学实验学校教育教学专用教室及实验室建设预算项目,,,首都师范大学附属中学实验学校,北京市房山区长阳镇长兴街2号院,"翟文良,010-69374832",,慧诚（北京）招投标代理有限公司,北京市房山区西潞街道金光南街2号北楼418,张惠茹，010-693690633,,1
JKQCG_22_0557,2022年12月07日 10:42,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202212/t20221207_19172435.htm,1,1,,北京达视京科科技发展有限公司中标成交,,北京市第二中学经开区学校校园改造提升项目-学校演播室录课室会议室阶梯教室改造升级(第一包）,,,北京市第二中学经开区学校,北京经济技术开发区X39地块,"温志东,010-67802277-1108",,华诚博远工程咨询有限公司,北京市大兴区枣园路19号1幢503室,何江敏，13833333054、010-692481723,,1
ZCBJ-22ZBDLHS-ZB0187,2022年09月26日 16:39,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202209/t20220926_18719478.htm,1,1,,北京宏扬迅腾科技发展有限公司,北京市密云区密云镇靶场路,北京市密云区西田各庄中学英语听说教室更新项目,58.2410000（万元）,,北京市密云区西田各庄中学,北京市密云区西田各庄镇西田各庄村,吕老师010-61010196-8005,,北京中诚正信工程咨询有限公司,北京市密云区百世城商业街12-004三层,张春燕195687018823,,1
11000022210200013902-XM002,2022年09月28日 14:53,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202209/t20220928_18735000.htm,1,1,,北京汇趣科技有限公司中标成交,,鸿蒙应用创新实训室建设项目高等教育服务采购项目,,,北京信息职业技术学院（北京市电子工业党校）,北京市朝阳区芳园西路5号,"张治斌,85305707",,中海华咨询有限公司,北京市东城区新中街68号聚龙花园1号楼101,许鹏飞，010-856375863,,1
11011322210200003303-XM001,2022年09月30日 10:32,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202209/t20220930_18751876.htm,1,1,,北京福通互联科技集团有限公司中标成交,,中小学教室灯光照明设备改造项目,,,北京市顺义区教育资产管理服务中心,北京市顺义区仁和镇庄头村北,"张蒙,69444342",,北京鑫中招标代理有限公司,北京市顺义区西环路西50米、减河桥南30米,张杰英，010-694452703,,1
XDZC-SKY2022008,2022年10月11日 15:39,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202210/t20221011_18795594.htm,1,1,,北京博育未来科技有限公司,北京市海淀区远大路39号1号楼4层430-1号,中国社会科学院大学智慧校园安防平台建设项目,218.5000000（万元）,,中国社会科学院大学,北京市房山区长于大街11号,王老师010-81360106,,北京兴电国际工程管理有限公司,北京市海淀区首体南路9号中国电工大厦7层,张工、况工136930500133,,1
11000022210200013871-XM001,2022年10月14日 16:10,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202210/t20221014_18819386.htm,1,1,,北京中盛永信科技发展有限公司中标成交,,双高项目现代信息产品与新技术实训室行业应用软件采购项目,,,北京信息职业技术学院（北京市电子工业党校）,北京市朝阳区芳园西路5号,"李红,85305587",,北京市京发招标有限公司,北京市东城区崇文门外大街90号,薛一凡、景宇，671934873,,1
11000022210200012658-XM001,2022年10月14日 16:10,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202210/t20221014_18819391.htm,1,1,,北京慧智海教育科技有限公司中标成交,,双高项目国产化适配迁移实训室建设项目行业应用软件采购项目,,,北京信息职业技术学院（北京市电子工业党校）,北京市朝阳区芳园西路5号,"李红,85305587",,北京市京发招标有限公司,北京市东城区崇文门外大街90号,薛一凡、景宇，671934873,,1
11000022210200023446-XM001,2022年10月21日 17:33,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202210/t20221021_18866037.htm,"1,2,3,4,5",5,,"北京蓝海达信科技有限公司中标成交,北京中天瑞合科技有限公司中标成交,北京君与珺合科技有限公司中标成交,北京市博汇科技股份有限公司中标成交,北京格林视讯科技有限公司中标成交",,改善办学保障条件—北京信息科技大学新校区三组团教室智慧教学应用系统建设项目（新竣工楼配套）,,,北京信息科技大学,北京市海淀区清河小营东路12号,"杨老师,010-82426861",,新华招标有限公司,北京市海淀区莲花池东路39号西金大厦11层,唐靖凯、张际阳、刁玉蕊、赵静淑、王乙、叶子青、杜女士，010-639059753,,1
11011422210200003076-XM002,2022年10月24日 15:44,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202210/t20221024_18874007.htm,"1,2",2,,"北京引航动力科技有限公司中标成交,北京捷成睿新科技发展有限公司中标成交",,昌平区教委农村校双师教室及精品双师录课室建设项目,,,北京市昌平区教师进修学校,北京市昌平区府学路35号,"林立,010-69722889",,中招商祺（北京）工程管理有限公司,北京市昌平区科技园区超前路37号6号楼B单元7层707,罗佼，801182823,,1
JCSBJ-2022-042,2022年10月25日 16:49,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202210/t20221025_18885025.htm,1,1,,北京怀教网络科技股份有限公司,北京市怀柔区小中富乐一区194号院1幢一层01,密云区第五中学心理咨询教室改造项目,56.3000000（万元）,,北京市密云区第五中学,北京市密云区鼓楼街道行宫街东侧,宗长奇，010-69068603,,居察士（北京）科技有限公司,北京市密云区鼓楼东大街20号楼四层408室,王磊，010-890817683,,1
清设招第2022259号（TC221908K）,2022年10月31日 21:21,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202210/t20221031_18920806.htm,1,1,,北京恒知杰科技有限公司,北京市昌平区城北街道西关路20号4号楼4层4-509,模拟实训室中心设备购置（阶段一）,494.5300000（万元）,,清华大学,北京市海淀区清华大学,胡老师，010-64308032,,中招国际招标有限公司,北京市海淀区学院南路62号中关村资本大厦,张涵睿、陈思佳、孙慧、蒋雪娜、邓嘉莹，010-61954121、4120、41223,,1
CFTC-BJ01-2210001,2022年11月03日 16:50,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202211/t20221103_18943078.htm,1,1,,北京金晟时代科技有限责任公司,北京市海淀区大钟寺13号院1号楼三层B317室,改善办学保障条件-阜成路校区教三楼教室黑板及其他配套设施更换项目,76.2270000（万元）,,北京工商大学,北京市海淀区阜成路33号,杨老师010-68983237,,国金招标有限公司,北京市朝阳区东三环南路甲52号顺迈金钻国际商务中心9层9C,刘少东、吴丹、张含勇、王珊珊、杨振豪010-562150503,,1
11000022210200021562-XM001,2022年11月07日 14:28,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202211/t20221107_18958625.htm,1,1,,飞诺门阵（北京）科技有限公司中标成交,,北京工业职业技术学院特高建设-实训基地-华为信息与网络工程师学院-华为智能运维实训室采购项目,,,北京工业职业技术学院,北京市石景山区石门路368号,"窦孟忠,61801150",,北京中天国宏招标代理有限公司,北京市海淀区莲花池东路小马厂6号华天大厦1212室,朱玉平，010-689950593,,1
ZCBJ-22ZBDLHS-ZB0228,2022年11月09日 16:05,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202211/t20221109_18977709.htm,1,1,,北京哈工科教机器人科技有限公司,北京市东城区大取灯胡同2号4号楼二层201室,北京市密云区十里堡中学数字书法教室建设项目,31.9670000（万元）,,北京市密云区十里堡中学,北京市密云区十里堡镇十里堡村,赵老师010-89022112-804,,北京中诚正信工程咨询有限公司,北京市密云区百世城商业街12-004三层,张春燕195687018823,,1
0873-2201HW6L0431,2022年09月06日 17:26,http://www.ccgp.gov.cn/cggg/zygg/zbgg/202209/t20220906_18605612.htm,1,1,,天津天堰科技股份有限公司,华苑产业区海泰西路18号西6--301、302工业孵化,北京大学医学部多媒体教室配套设备采购项目,52.9456000（万元）,,北京大学医学部,北京市海淀区学院路38号,凌老师，010-82801359,,北京中教仪国际招标代理有限公司,北京市海淀区文慧园北路10号,王磊、刘欣、施歌、杨硕、陈清010-59893127、010-59893109、010-598931293,,1
