project_id,winning_date,winning_notice_url,order_id,winning_order_cnt,project_winning_amt,supplier_name,supplier_addr,order_name,winning_amt,cadidate_name,buyer_name,buyer_addr,buyer_contact,buyer_phone,agency_name,agency_addr,agency_contact,agency_phone,source_id,text
ZFCG-2022-03-089,2022-11-2817:25,http://www.ccgp-hubei.gov.cn/notice/202211/notice_c97fe5c7061c453a9a7255d2aeee7d36.html,1,1,,湖北孜睿光电科技有限公司,武汉市江岸区塔子湖组团J地块第S幢B2单元14层办公16号,武汉市蔡甸区新农中学智慧校园设备采购项目,39.7058(万元),,武汉市蔡甸区新农中学,武汉市蔡甸区中法生态城觅琴南路1号,,13971063810,武汉市众驰招标代理有限公司,武汉市蔡甸区金地中法仟佰汇-公寓-1号楼C座305室,,027－849095993,5,"武汉市蔡甸区新农中学智慧校园设备采购项目（1包智慧教室）中标(成交)结果公告发布日期：2022-11-2817:25｜发布单位：武汉市众驰招标代理有限公司｜项目监管地：蔡甸区|阅读次数：一、项目编号ZFCG-2022-03-089二、采购计划备案号J22105343-4754三、项目名称武汉市蔡甸区新农中学智慧校园设备采购项目四、中标（成交）信息供应商名称：湖北孜睿光电科技有限公司供应商地址：武汉市江岸区塔子湖组团J地块第S幢B2单元14层办公16号中标（成交）金额：39.7058(万元)货物类名称：超融合智慧终端品牌（如有）：天喻规格型号：C1数量：1台单价：4.2万元五、评审专家名单万华涛,曹冠中,王勇,刘刚,邹合祖六、评审信息1、评审时间：2022-11-252、评审地点：武汉市蔡甸区成功大道88号三楼（成功大道惠丰苑小区对面）七、代理服务收费标准及金额：1、代理服务收费标准：根据国家发展与改革委员会办公厅发改办价格【2003】857号文的规定，按国家发展计划委员会计价格【2002】1980号文规定货物类取费标准向采购代理机构支付成交服务费。2、收费金额：0.5956(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜无十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：武汉市蔡甸区新农中学地址：武汉市蔡甸区中法生态城觅琴南路1号联系方式：139710638102、采购代理机构信息名称：武汉市众驰招标代理有限公司地址：武汉市蔡甸区金地中法仟佰汇-公寓-1号楼C座305室联系方式：027－849095993、项目联系方式项目联系人：肖洋、周敏、刘邵敏电话：027－84909599"
ZFCG-2022-03-089,2022-11-2817:25,http://www.ccgp-hubei.gov.cn/notice/202211/notice_bfdf7a5d55224926ab1dc8ccedea8258.html,1,1,,湖北璞瑞教育科技有限公司,武汉市蔡甸区蔡甸街西山林语三期13号商业楼19层13号房,武汉市蔡甸区新农中学智慧校园设备采购项目,39.676(万元),,武汉市蔡甸区新农中学,武汉市蔡甸区中法生态城觅琴南路1号,,13971063810,武汉市众驰招标代理有限公司,武汉市蔡甸区金地中法仟佰汇-公寓-1号楼C座305室,,027－849095993,5,"武汉市蔡甸区新农中学智慧校园设备采购项目（2包智慧图书馆）中标(成交)结果公告发布日期：2022-11-2817:25｜发布单位：武汉市众驰招标代理有限公司｜项目监管地：蔡甸区|阅读次数：一、项目编号ZFCG-2022-03-089二、采购计划备案号J22105343-4754三、项目名称武汉市蔡甸区新农中学智慧校园设备采购项目四、中标（成交）信息供应商名称：湖北璞瑞教育科技有限公司供应商地址：武汉市蔡甸区蔡甸街西山林语三期13号商业楼19层13号房中标（成交）金额：39.676(万元)货物类名称：微型图书馆（格栅RFID120册）品牌（如有）：印天规格型号：WT-120HR数量：1台单价：6.99万元五、评审专家名单万华涛,曹冠中,王勇,刘刚,邹合祖六、评审信息1、评审时间：2022-11-252、评审地点：武汉市蔡甸区成功大道88号三楼（成功大道惠丰苑小区对面）七、代理服务收费标准及金额：1、代理服务收费标准：根据国家发展与改革委员会办公厅发改办价格【2003】857号文的规定，按国家发展计划委员会计价格【2002】1980号文规定货物类取费标准收取成交服务费。2、收费金额：0.5951(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜无十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：武汉市蔡甸区新农中学地址：武汉市蔡甸区中法生态城觅琴南路1号联系方式：139710638102、采购代理机构信息名称：武汉市众驰招标代理有限公司地址：武汉市蔡甸区金地中法仟佰汇-公寓-1号楼C座305室联系方式：027－849095993、项目联系方式项目联系人：肖洋、周敏、刘邵敏电话：027－84909599"
ZFCG-2022-03-089,2022-11-2817:26,http://www.ccgp-hubei.gov.cn/notice/202211/notice_dd56bb9950d846b7866a23db4d284ad5.html,1,1,,武汉鑫亿铭科教有限公司,武汉市东西湖区革新大道388-1号,武汉市蔡甸区新农中学智慧校园设备采购项目,48.709(万元),,武汉市蔡甸区新农中学,武汉市蔡甸区中法生态城觅琴南路1号,,13971063810,武汉市众驰招标代理有限公司,武汉市蔡甸区金地中法仟佰汇-公寓-1号楼C座305室,,027－849095993,5,"武汉市蔡甸区新农中学智慧校园设备采购项目（4包人工智能实验室）中标(成交)结果公告发布日期：2022-11-2817:26｜发布单位：武汉市众驰招标代理有限公司｜项目监管地：蔡甸区|阅读次数：一、项目编号ZFCG-2022-03-089二、采购计划备案号J22105343-4754三、项目名称武汉市蔡甸区新农中学智慧校园设备采购项目四、中标（成交）信息供应商名称：武汉鑫亿铭科教有限公司供应商地址：武汉市东西湖区革新大道388-1号中标（成交）金额：48.709(万元)货物类名称：基础实践开源硬件软件品牌（如有）：科大讯飞规格型号：AIbit开发版Ros系统软件V1.0数量：10套单价：0.52万元五、评审专家名单万华涛,曹冠中,王勇,刘刚,邹合祖六、评审信息1、评审时间：2022-11-252、评审地点：武汉市蔡甸区成功大道88号三楼（成功大道惠丰苑小区对面）七、代理服务收费标准及金额：1、代理服务收费标准：根据国家发展与改革委员会办公厅发改办价格【2003】857号文的规定，按国家发展计划委员会计价格【2002】1980号文规定货物类取费标准收取成交服务费。2、收费金额：0.7306(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜无十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：武汉市蔡甸区新农中学地址：武汉市蔡甸区中法生态城觅琴南路1号联系方式：139710638102、采购代理机构信息名称：武汉市众驰招标代理有限公司地址：武汉市蔡甸区金地中法仟佰汇-公寓-1号楼C座305室联系方式：027－849095993、项目联系方式项目联系人：肖洋、周敏、刘邵敏电话：027－84909599"
ZFCG-2022-03-089,2022-11-2817:26,http://www.ccgp-hubei.gov.cn/notice/202211/notice_db4508c9b7af48dc817f3d57dbe84b55.html,1,1,,中禹维（武汉）智能科技有限公司,武汉市洪山区珞狮路519号明泽丽湾1栋B座21层,武汉市蔡甸区新农中学智慧校园设备采购项目,39.465(万元),,武汉市蔡甸区新农中学,武汉市蔡甸区中法生态城觅琴南路1号,,13971063810,武汉市众驰招标代理有限公司,武汉市蔡甸区金地中法仟佰汇-公寓-1号楼C座305室,,027－849095993,5,"武汉市蔡甸区新农中学智慧校园设备采购项目（5包VR教室）中标(成交)结果公告发布日期：2022-11-2817:26｜发布单位：武汉市众驰招标代理有限公司｜项目监管地：蔡甸区|阅读次数：一、项目编号ZFCG-2022-03-089二、采购计划备案号J22105343-4754三、项目名称武汉市蔡甸区新农中学智慧校园设备采购项目四、中标（成交）信息供应商名称：中禹维（武汉）智能科技有限公司供应商地址：武汉市洪山区珞狮路519号明泽丽湾1栋B座21层中标（成交）金额：39.465(万元)货物类名称：基础教育（中考实验配套）VR仿真交互实验课程资源品牌（如有）：格如灵规格型号：/数量：20套单价：0.59万元五、评审专家名单万华涛,曹冠中,王勇,刘刚,邹合祖六、评审信息1、评审时间：2022-11-252、评审地点：武汉市蔡甸区成功大道88号三楼（成功大道惠丰苑小区对面）七、代理服务收费标准及金额：1、代理服务收费标准：根据国家发展与改革委员会办公厅发改办价格【2003】857号文的规定，按国家发展计划委员会计价格【2002】1980号文规定货物类取费标准向采购代理机构支付成交服务费。2、收费金额：0.592(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜无十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：武汉市蔡甸区新农中学地址：武汉市蔡甸区中法生态城觅琴南路1号联系方式：139710638102、采购代理机构信息名称：武汉市众驰招标代理有限公司地址：武汉市蔡甸区金地中法仟佰汇-公寓-1号楼C座305室联系方式：027－849095993、项目联系方式项目联系人：肖洋、周敏、刘邵敏电话：027－84909599"
ZFCG-2022-03-089,2022-11-2817:26,http://www.ccgp-hubei.gov.cn/notice/202211/notice_e73418fd3e114a17bd2dde40ab9c877a.html,1,1,,武汉嘉轩杰源科技有限公司,武汉东湖新技术开发区关南科技工业园现代·国际设计城三期第9幢18层4号,武汉市蔡甸区新农中学智慧校园设备采购项目,38.766(万元),,武汉市蔡甸区新农中学,武汉市蔡甸区中法生态城觅琴南路1号,,13971063810,武汉市众驰招标代理有限公司,武汉市蔡甸区金地中法仟佰汇-公寓-1号楼C座305室,,027－849095993,5,"武汉市蔡甸区新农中学智慧校园设备采购项目（3包标准化考场）中标(成交)结果公告发布日期：2022-11-2817:26｜发布单位：武汉市众驰招标代理有限公司｜项目监管地：蔡甸区|阅读次数：一、项目编号ZFCG-2022-03-089二、采购计划备案号J22105343-4754三、项目名称武汉市蔡甸区新农中学智慧校园设备采购项目四、中标（成交）信息供应商名称：武汉嘉轩杰源科技有限公司供应商地址：武汉东湖新技术开发区关南科技工业园现代·国际设计城三期第9幢18层4号中标（成交）金额：38.766(万元)货物类名称：服务器品牌（如有）：蓝鸽规格型号：LBD415W-17数量：2台单价：1.8万元五、评审专家名单万华涛,曹冠中,王勇,刘刚,邹合祖六、评审信息1、评审时间：2022-11-252、评审地点：武汉市蔡甸区成功大道88号三楼（成功大道惠丰苑小区对面）七、代理服务收费标准及金额：1、代理服务收费标准：根据国家发展与改革委员会办公厅发改办价格【2003】857号文的规定，按国家发展计划委员会计价格【2002】1980号文规定货物类取费标准向采购代理机构支付成交服务费。2、收费金额：0.5815(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜无十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：武汉市蔡甸区新农中学地址：武汉市蔡甸区中法生态城觅琴南路1号联系方式：139710638102、采购代理机构信息名称：武汉市众驰招标代理有限公司地址：武汉市蔡甸区金地中法仟佰汇-公寓-1号楼C座305室联系方式：027－849095993、项目联系方式项目联系人：肖洋、周敏、刘邵敏电话：027－84909599"
ZB2022065,2022-11-3019:05,http://www.ccgp-hubei.gov.cn/notice/202211/notice_3e637e0249a445bfb66eb46f4352d26e.html,1,1,,武汉市幸运坐标信息技术有限公司,武汉东湖新技术开发区汤逊湖北路33号华工科技园·创新基地办公研发楼18栋2层9室66,2022年动科、经管共建实训室建设,41.3(万元),,湖北生物科技职业学院,湖北省武汉市洪山区狮子山街野芷湖1号,,027-87697267,中晟宏宇工程咨询有限公司,武汉市东湖路楚天181文化创意产业园A座2楼,,136671759133,5,"湖北生物科技职业学院2022年动科、经管共建实训室建设中标(成交)结果公告发布日期：2022-11-3019:05｜发布单位：中晟宏宇工程咨询有限公司｜项目监管地：省本级|阅读次数：一、项目编号ZB2022065二、采购计划备案号420000-2022-15707三、项目名称2022年动科、经管共建实训室建设四、中标（成交）信息供应商名称：武汉市幸运坐标信息技术有限公司供应商地址：武汉东湖新技术开发区汤逊湖北路33号华工科技园·创新基地办公研发楼18栋2层9室66中标（成交）金额：41.3(万元)货物类名称：2022年动科、经管共建实训室建设项目品牌（如有）：详见投标文件规格型号：详见投标文件数量：详见投标文件单价：详见投标文件五、评审专家名单程胜,费先宏,魏丽六、评审信息1、评审时间：2022-11-302、评审地点：中晟宏宇工程咨询有限公司（武汉市东湖路楚天181文化创意产业园A座2楼）七、代理服务收费标准及金额：1、代理服务收费标准：详见磋商文件2、收费金额：0.63(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：湖北生物科技职业学院地址：湖北省武汉市洪山区狮子山街野芷湖1号联系方式：027-876972672、采购代理机构信息名称：中晟宏宇工程咨询有限公司地址：武汉市东湖路楚天181文化创意产业园A座2楼联系方式：136671759133、项目联系方式项目联系人：沈胜超电话：13667175913"
HBZTH-HW-2022-83,2022-11-3019:27,http://www.ccgp-hubei.gov.cn/notice/202211/notice_780fd64e20c44f21a496be603fa37859.html,1,1,,湖北志强信息工程有限公司,洪山区文化大道555号融科智谷工业项目一期A9号楼单元1-3层2号,多媒体教室线上教学与督导设备（二期）,245.9(万元),,武汉纺织大学,武汉市江夏区阳光大道1号,,027-59367297,湖北中天宏建设项目管理有限公司,湖北省武汉市武昌区中北路252号菩提金商务中心B座20层2022-2028室,,027-889112883,5,"武汉纺织大学多媒体教室线上教学与督导设备（二期）中标(成交)结果公告发布日期：2022-11-3019:27｜发布单位：湖北中天宏建设项目管理有限公司｜项目监管地：省本级|阅读次数：一、项目编号HBZTH-HW-2022-83二、采购计划备案号420000-2022-16637三、项目名称多媒体教室线上教学与督导设备（二期）四、中标（成交）信息供应商名称：湖北志强信息工程有限公司供应商地址：洪山区文化大道555号融科智谷工业项目一期A9号楼单元1-3层2号中标（成交）金额：245.9(万元)货物类名称：多媒体教室线上教学与督导设备品牌（如有）：详见响应文件规格型号：详见响应文件数量：详见响应文件单价：详见响应文件五、评审专家名单刘丰,张心泉,张汉斌六、评审信息1、评审时间：2022-11-292、评审地点：湖北省武汉市武昌区中北路252号菩提金商务中心B座20层2022-2028室七、代理服务收费标准及金额：1、代理服务收费标准：支付标准：参照国家发展与改革委员会“计价格[2002]1980号”、“发改办价格[2003]857号”、“发改办价格(2011)534号”文的规定的70%2、收费金额：2.17343(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：武汉纺织大学地址：武汉市江夏区阳光大道1号联系方式：027-593672972、采购代理机构信息名称：湖北中天宏建设项目管理有限公司地址：湖北省武汉市武昌区中北路252号菩提金商务中心B座20层2022-2028室联系方式：027-889112883、项目联系方式项目联系人：孙朋可、骆帅辰电话：027-88911288"
HBT-16210168-222905,2022-12-0118:53,http://www.ccgp-hubei.gov.cn/notice/202212/notice_86626faa74044a7d9da16e051e4a08be.html,1,1,,阿格玛（武汉）科技有限公司,洪山区欢乐大道1号、3号东湖MOMAA栋,3D设计实训室实操设备采购,172.979(万元),,湖北交通职业技术学院,武汉市洪山区雄楚大街455号,,027-87564892,湖北省招标股份有限公司,武汉市武昌区中北路108号兴业银行大厦五层,,027-878191693,5,"湖北交通职业技术学院3D设计实训室实操设备采购项目（二次）中标结果公告发布日期：2022-12-0118:53｜发布单位：湖北省招标股份有限公司｜项目监管地：省本级|阅读次数：一、项目编号HBT-16210168-222905二、采购计划备案号420000-2022-10105三、项目名称3D设计实训室实操设备采购四、中标（成交）信息供应商名称：阿格玛（武汉）科技有限公司供应商地址：洪山区欢乐大道1号、3号东湖MOMAA栋中标（成交）金额：172.979(万元)货物类名称：3D设计实训室实操设备品牌（如有）：详见附件规格型号：详见附件数量：详见附件单价：详见附件五、评审专家名单鲁波,刘东飞,钟文建,王川,宋泉阳六、评审信息1、评审时间：2022-12-012、评审地点：武汉市中北路108号兴业银行大厦五层湖北省招标股份有限公司11号会议室七、代理服务收费标准及金额：1、代理服务收费标准：按照总则中第十条招标代理服务费规定的货物类收费标准65%计取2、收费金额：1.4968(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：湖北交通职业技术学院地址：武汉市洪山区雄楚大街455号联系方式：027-875648922、采购代理机构信息名称：湖北省招标股份有限公司地址：武汉市武昌区中北路108号兴业银行大厦五层联系方式：027-878191693、项目联系方式项目联系人：肖飞电话：027-87819169"
ZSHJ-WHS-HW-2022-463,2022-12-0512:17,http://www.ccgp-hubei.gov.cn/notice/202212/notice_759597587056336896.html,1,1,,江西北极智星教育装备有限公司,江西-抚州-南城县金山口工业园区,2022年部分教室课桌椅采购项目,377.291(万元),,武汉软件工程职业学院,武汉市东湖新技术开发区光谷大道117号,,027-87996665,湖北中盛汇金项目管理有限公司,湖北省-武汉市-江岸区胜利街128-134号新源大厦4层401室,,027-828229838282229682822091828233793,5,"武汉软件工程职业学院2022年部分教室课桌椅采购项目中标（成交）结果公告发布日期：2022-12-0512:17｜发布单位：湖北中盛汇金项目管理有限公司｜项目监管地：武汉市本级|阅读次数：一、项目编号ZSHJ-WHS-HW-2022-463二、采购计划备案号J22108992-8367三、项目名称2022年部分教室课桌椅采购项目四、中标（成交）信息供应商名称：江西北极智星教育装备有限公司供应商地址：江西-抚州-南城县金山口工业园区中标（成交）金额：377.291(万元)货物类名称：非固定式二人桌椅、固定式课桌椅等品牌（如有）：北极智星规格型号：BJZX-ZY01数量：483单价：0.1167万元五、评审专家名单吴剑波(组长),梁爱玲,杨欣欣(采购人代表)六、评审信息1、评审时间：2022-12-022、评审地点：网上（本项目将在武汉市政府采购电子交易系统(分散采购）进行响应文件解密，供应商无需到开标现场)七、代理服务收费标准及金额：1、代理服务收费标准：按原计价格[2002]1980号文中的收费标准的80%计取2、收费金额：3.6401(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜无十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：武汉软件工程职业学院地址：武汉市东湖新技术开发区光谷大道117号联系方式：027-879966652、采购代理机构信息名称：湖北中盛汇金项目管理有限公司地址：湖北省-武汉市-江岸区胜利街128-134号新源大厦4层401室联系方式：027-828229838282229682822091828233793、项目联系方式项目联系人：姚晓天王蓓周喆荣唯武金凤电话：027-82822983828222968282209182823379"
XYH-2211-140,2022-12-0521:28,http://www.ccgp-hubei.gov.cn/notice/202212/notice_759736288591781888.html,1,1,,武汉广瑞迈科技有限公司,武汉东湖新技术开发区关南科技工业园现代国际设计城一期第3单元2101、02、08、09室B066(自贸区武汉片区)(一址多照),街道口小学智慧教室采购,59.5624(万元),,武汉市洪山区街道口小学,武汉市洪山区珞珈山路12号,,027-87871935,武汉鑫永恒招标代理有限公司,湖北省-武汉市-市辖区洪山区书城路52号洪山创意中心8楼,,027-877777603,5,武汉市洪山区街道口小学街道口小学智慧教室采购中标（成交）结果公告发布日期：2022-12-0521:28｜发布单位：武汉鑫永恒招标代理有限公司｜项目监管地：洪山区|阅读次数：一、项目编号XYH-2211-140二、采购计划备案号HSZC202211-5847三、项目名称街道口小学智慧教室采购四、中标（成交）信息供应商名称：武汉广瑞迈科技有限公司供应商地址：武汉东湖新技术开发区关南科技工业园现代国际设计城一期第3单元2101、02、08、09室B066(自贸区武汉片区)(一址多照)中标（成交）金额：59.5624(万元)货物类名称：高清录播主机品牌（如有）：AVA规格型号：AE-A6N数量：1单价：5.2万元五、评审专家名单潘丽辉(包1)、曹鹏(包1)、王劭(包1)、王进军(包1组长)、高明(包1)六、评审信息1、评审时间：2022-12-052、评审地点：武汉市洪山区教育局房地仪器管理站七、代理服务收费标准及金额：1、代理服务收费标准：根据发改价格〔2015〕299号文规定，参照计价格〔2002〕1980号文的收费标准计取招标代理服务费，由中标人向代理机构支付招标代理服务费。2、收费金额：0.8934(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜1、公告媒体：湖北省政府采购网（网址：http://www.ccgp-hubei.gov.cn）；2、为进一步鼓励支持引导中小企业发展，推进政府采购合同融资，有效缓解中小企业融资难情况，如有资金需求，可联系洪山区财政局（联系电话：027-87406834）协助办理政府采购合同融资。十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：武汉市洪山区街道口小学地址：武汉市洪山区珞珈山路12号联系方式：027-878719352、采购代理机构信息名称：武汉鑫永恒招标代理有限公司地址：湖北省-武汉市-市辖区洪山区书城路52号洪山创意中心8楼联系方式：027-877777603、项目联系方式项目联系人：刘工电话：027-87777760
CXZB22057（W）,2022-12-0609:00,http://www.ccgp-hubei.gov.cn/notice/202212/notice_198b33334b2d49c585b31f823212ccc2.html,1,1,,恩施华捷科技有限责任公司,恩施市舞阳坝街道金子坝路恩施州传媒中心报社大楼裙楼四楼,利川市民族中等职业技术学校农艺专业双优创建（无人机实训室）设备采购项目,74.98(万元),,利川市民族中等职业技术学校,利川市西城路325号,,15971775650,利川市诚信招标咨询有限责任公司,利川市五星公馆华盛街（醉竹园酒楼前二楼）,,0718-72874083,5,"利川市民族中等职业技术学校农艺专业双优创建（无人机实训室）设备采购项目中标结果公告发布日期：2022-12-0609:00｜发布单位：利川市诚信招标咨询有限责任公司｜项目监管地：利川市|阅读次数：一、项目编号CXZB22057（W）二、采购计划备案号ZFJZCG-2022-39-00012三、项目名称利川市民族中等职业技术学校农艺专业双优创建（无人机实训室）设备采购项目四、中标（成交）信息供应商名称：恩施华捷科技有限责任公司供应商地址：恩施市舞阳坝街道金子坝路恩施州传媒中心报社大楼裙楼四楼中标（成交）金额：74.98(万元)货物类名称：利川市民族中等职业技术学校农艺专业双优创建（无人机实训室）设备采购项目品牌（如有）：详见询价响应性文件规格型号：详见询价响应性文件数量：/单价：/五、评审专家名单牟红娇,李锟,王珍富（业主评委）六、评审信息1、评审时间：2022-12-052、评审地点：利川市诚信招标咨询有限责任公评标室（利川市五星公馆华盛街（醉竹园酒楼前二楼））七、代理服务收费标准及金额：1、代理服务收费标准：本项目招标代理服务费由成交供应商按国家发展计划委员会计价格【2011】534号文及原国家计委《招标代理服务收费管理暂行办法》（【2002】1980号）规定标准向采购代理机构支付代理服务费（不足3000元，按3000元收取）。2、收费金额：1.1(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：利川市民族中等职业技术学校地址：利川市西城路325号联系方式：159717756502、采购代理机构信息名称：利川市诚信招标咨询有限责任公司地址：利川市五星公馆华盛街（醉竹园酒楼前二楼）联系方式：0718-72874083、项目联系方式项目联系人：陈贞胜电话：13593631992"
420000-2022-17277,2022-12-0614:29,http://www.ccgp-hubei.gov.cn/notice/202212/notice_0bf01785c0764f31bca130243e7d9c91.html,1,1,,湖北道昌顺建设有限公司/中筑红昌宏集团有限公司,武汉市东西湖区将军路街办事处车场南路9号新建居住、商业、轨道交通项目（常青车辆段上盖物业）二期C区C6号楼-办公楼/单元23层31办公号；襄阳市高新区邓城大道红星国际写字楼A2栋6楼整层；,"汉江师范学院""一站式”学生社区暨学生综合事务服务大厅、书法实训室建设项目",58(万元),,汉江师范学院,十堰市北京南路18号,,0719-8846026,湖北广域建设管理有限公司,十堰市北京北路76号,,0719-86868113,5,"汉江师范学院""一站式”学生社区暨学生综合事务服务大厅、书法实训室建设项目中标(成交)结果公告发布日期：2022-12-0614:29｜发布单位：湖北广域建设管理有限公司｜项目监管地：省本级|阅读次数：一、项目编号420000-2022-17277二、采购计划备案号420000-2022-17277三、项目名称汉江师范学院""一站式”学生社区暨学生综合事务服务大厅、书法实训室建设项目四、中标（成交）信息供应商名称：湖北道昌顺建设有限公司/中筑红昌宏集团有限公司供应商地址：武汉市东西湖区将军路街办事处车场南路9号新建居住、商业、轨道交通项目（常青车辆段上盖物业）二期C区C6号楼-办公楼/单元23层31办公号；襄阳市高新区邓城大道红星国际写字楼A2栋6楼整层；中标（成交）金额：58(万元)工程类名称：汉江师范学院“一站式”学生社区暨学生综合事务服务大厅、书法实训室建设项目施工范围：汉江师范学院春雪楼原医务室（使用面积356㎡），时雨楼、春雪楼各一间辅导员值班室（各24㎡，共48㎡），崇文楼8楼（使用面积262.30㎡）、9楼（使用面积281.90㎡）教室各一间进行设计改造，设计改造内容及要求详见竞争性磋商文件。施工工期：90日历天（含设计周期）；项目经理：肖慧；执业证书信息：鄂242212223941；五、评审专家名单尚川阳,路辉,刘飞六、评审信息1、评审时间：2022-12-052、评审地点：十堰市北京北路76号（湖北广域建设管理有限公司三楼会议室）。七、代理服务收费标准及金额：1、代理服务收费标准：按原国家计委计价格[2002]1980号文件及合同约定的71%收取。2、收费金额：0.4114(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：汉江师范学院地址：十堰市北京南路18号联系方式：0719-88460262、采购代理机构信息名称：湖北广域建设管理有限公司地址：十堰市北京北路76号联系方式：0719-86868113、项目联系方式项目联系人：王辉电话：0719-8686811"
XYH-2210-136,2022-12-0616:17,http://www.ccgp-hubei.gov.cn/notice/202212/notice_760020630991839232.html,1,1,,武汉沃达斯科信息科技有限公司,武汉东湖新计技术开发区流芳园南路9号光谷电子工业园4号厂房2层223室,武珞路小学爱家分校智慧教室建设,48.67(万元),,武汉市洪山区武珞路小学爱家分校,湖北省武汉市洪山区白沙洲大道青菱河东路3号,,027-88324252,武汉鑫永恒招标代理有限公司,湖北省-武汉市-市辖区洪山区书城路52号洪山创意中心8楼,,027-877777603,5,武汉市洪山区武珞路小学爱家分校武珞路小学爱家分校智慧教室建设中标（成交）结果公告发布日期：2022-12-0616:17｜发布单位：武汉鑫永恒招标代理有限公司｜项目监管地：洪山区|阅读次数：一、项目编号XYH-2210-136二、采购计划备案号HSZC202211-5486三、项目名称武珞路小学爱家分校智慧教室建设四、中标（成交）信息供应商名称：武汉沃达斯科信息科技有限公司供应商地址：武汉东湖新计技术开发区流芳园南路9号光谷电子工业园4号厂房2层223室中标（成交）金额：48.67(万元)货物类名称：86寸智慧黑板品牌（如有）：鑫城光电规格型号：XBB80600数量：1单价：2.85万元五、评审专家名单李池水(包1组长)、郭明超(包1)、邹晓顺(包1)、熊文(包1)、黄斌(包1)六、评审信息1、评审时间：2022-12-052、评审地点：武汉市洪山区教育局房地仪器管理站七、代理服务收费标准及金额：1、代理服务收费标准：根据发改价格〔2015〕299号文规定，参照计价格〔2002〕1980号文的收费标准计取招标代理服务费，由中标人向代理机构支付招标代理服务费。2、收费金额：0.73(万元)八、公告期限自本公告发布之日起1个工作日。九、其他补充事宜1、公告媒体：湖北省政府采购网（网址：http://www.ccgp-hubei.gov.cn）；2、为进一步鼓励支持引导中小企业发展，推进政府采购合同融资，有效缓解中小企业融资难情况，如有资金需求，可联系洪山区财政局（联系电话：027-87406834）协助办理政府采购合同融资。十、凡对本次公告内容提出询问，请按以下方式联系1、采购人信息名称：武汉市洪山区武珞路小学爱家分校地址：湖北省武汉市洪山区白沙洲大道青菱河东路3号联系方式：027-883242522、采购代理机构信息名称：武汉鑫永恒招标代理有限公司地址：湖北省-武汉市-市辖区洪山区书城路52号洪山创意中心8楼联系方式：027-877777603、项目联系方式项目联系人：刘工电话：027-87777760
