,标题,原文链接
109,淇县职业中等专业学校中职双高2022年度建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1229879&channelCode=H670202
111,郑州信息科技职业学院河南在线教育课程制作基地展示与审核环境建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1229975&channelCode=H600102
112,郑州铁路职业技术学院高职专业教学资源库建设（双高校建设项目）项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1229545&channelCode=H600102
113,南阳师范学院综合楼及博睿楼智慧教室建设项目中标公告,http://www.hngp.gov.cn/henan/content?infoId=1230147&channelCode=H600102
114,郑州旅游职业学院跨境电商产教融合实训基地项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1228389&channelCode=H610102
115,河南建筑职业技术学院工程管理系专业课程体系数字化升级改造项目（二次） 结果公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1228127&channelCode=H600102
117,安阳师范学院智慧教室建设项目多媒体设备更新部分项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1227763&channelCode=H600102
119,郑州市第一〇七高级中学开办费-智慧校园综合管理平台项目中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1227006&channelCode=H610102
120,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年物理实验室设备项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1225661&channelCode=H610102
121,郑州师范学院2022年投资学专业实践平台项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1225565&channelCode=H610102
122,新安县职业高级中学新安职高教学平台与实训软件建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1225476&channelCode=D760502
124,退役民航客机A320-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1224225&channelCode=H660202
126,安阳师范学院人脸识别综合管理系统项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1222907&channelCode=H600102
127,河南工学院云网络语音室项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1221380&channelCode=H600102
129,安阳师范学院智慧校园能源管理平台项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1220000&channelCode=H600102
131,商丘师范学院文化旅游综合教学实验中心项目中标公告,http://www.hngp.gov.cn/henan/content?infoId=1218436&channelCode=H600102
133,安阳师范学院艺术实验室项目中标结果公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1218916&channelCode=H600102
136,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年校园安防监控系统项目中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1214302&channelCode=H610102
137,商丘师范学院物理实验技能实训室建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1213825&channelCode=H600102
138,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年校园智能服务项目中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1213997&channelCode=H610102
139,浚县第三高级中学综合楼维修改造项目（设备采购）-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1214113&channelCode=H670202
140,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年智慧校园应用平台项目中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1214299&channelCode=H610102
141,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年餐厅设备采购项目中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1211946&channelCode=H610102
142,南阳市第十五小学校直播录播教室装备项目中标公告,http://nanyang.hngp.gov.cn/nanyang/content?infoId=1209686&channelCode=H740604
143,郑州财税金融职业学院航空综合实训基地建设项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1208904&channelCode=H610102
144,郑州市金融学校新能源汽车实训基地建设项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1208303&channelCode=H610102
145,郑州市金融学校物流现代综合作业实训室建设项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1208300&channelCode=H610102
147,河南财政金融学院智慧校园网络设备更新项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1205393&channelCode=H600102
148,郑州电力高等专科学校思政VR实践教学中心建设项目中标结果公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1204424&channelCode=H600102
149,南阳理工学院2021年智慧教室建设项目（二次）中标公告,http://nanyang.hngp.gov.cn/nanyang/content?infoId=1203481&channelCode=H740602
150,河南水利与环境职业学院北教学楼多媒体教室改造项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1201542&channelCode=H600102
151,黄淮学院2022026—新能源汽车实验室建设（货物）-中标公告,http://zhumadian.hngp.gov.cn/zhumadian/content?infoId=1200402&channelCode=H780602
152,开封市魏都路小学等中小学校2022年一体化黑板采购项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1200858&channelCode=H620102
153,焦作师范高等专科学校学前教育专业实训室建设项目-中标公告,http://jiaozuo.hngp.gov.cn/jiaozuo/content?infoId=1195937&channelCode=H690202
161,平顶山学院智慧校园综合业务服务系统（二期）项目-中标公告,http://pingdingshan.hngp.gov.cn/pingdingshan/content?infoId=1181913&channelCode=H650202
165,河南理工大学多媒体设备更新项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1180033&channelCode=H600102
168,郑州信息科技职业学院物联网综合创新实训室建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1179468&channelCode=H600102
169,郑州航空工业管理学院保安服务项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1177348&channelCode=H600102
172,河南工业和信息化职业学院基于监控的云机房建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1173353&channelCode=H600102
174,新乡市第四十一中学云机房、智慧黑板采购项目结果公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1173824&channelCode=H680202
178,许昌学院许昌市智慧交通示范平台项目中标公告,http://www.hngp.gov.cn/webfile/henan/cgxx/jggg/webinfo/2022/06/24/1169446.htm
179,许昌学院鲲鹏产业学院实训室项目（一期）项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1169268&channelCode=H600102
181,许昌学院许昌市智慧交通示范平台项目中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1169446&channelCode=H600102
182,河南财政金融学院公共机房电脑升级改造项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1167131&channelCode=H600102
183,河南科技大学航空发动机高温涡轮叶片多相流国防科技实验室项目（包1、包3、包5）-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1167010&channelCode=H600102
184,河南应用技术职业学院化工总控工培训与竞赛实训装置改造升级项目单一来源采购邀请书,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1166846&channelCode=H600104
185,河南工学院汽车构造实验室升级改造项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1166417&channelCode=H600102
186,黄河水利职业技术学院电子商务专业群资源库建设项目包A-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1166457&channelCode=H600102
188,三门峡职业技术学院建筑工程学院力学与结构协同创新研究中心建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1161368&channelCode=H730202
189,河南交通职业技术学院基于师生服务理念的智慧校园建设-智慧校园服务平台建设项目-中标公告,http://www.hngp.gov.cn/webfile/henan/cgxx/jggg/webinfo/2022/06/15/1159087.htm
190,郑州信息科技职业学院学前教育多元教学专业实训室项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1158618&channelCode=H600102
191,河南交通职业技术学院基于师生服务理念的智慧校园建设-智慧校园服务平台建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1159087&channelCode=H600102
192,河南省商务中等职业学校智慧校园统一平台、协同办公及移动端项目成 交 公 告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1158254&channelCode=D200204
