,标题,原文链接
438,漯河职业技术学院2022—2023学年教材采购项目中标公示,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1214133&channelCode=H720204
439,河南中医药大学多媒体教室智慧化建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1213837&channelCode=H600102
440,浚县第三高级中学综合楼维修改造项目（设备采购）-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1214113&channelCode=H670202
441,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年智慧校园应用平台项目中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1214299&channelCode=H610102
443,林州市姚村镇第一初级中学教室内墙修补及粉刷项目中标公示,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1212190&channelCode=H660204
445,新乡职业技术学院教室粉刷项目中标结果公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1212888&channelCode=H680202
453,河南水利与环境职业学院水生态修复综合实训室项目补充协议,http://www.hngp.gov.cn/henan/content?infoId=1210521&channelCode=H601401
454,洛阳市孟津区第一高级中学新区高中教育教学设备采购项目（第一批）第六标段第七标段-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1209896&channelCode=D690503
455,洛阳市孟津区第一高级中学新区高中教育教学设备采购项目（第一批）第一标段-第四标段-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1209895&channelCode=D690503
458,南阳市第十五小学校直播录播教室装备项目中标公告,http://nanyang.hngp.gov.cn/nanyang/content?infoId=1209686&channelCode=H740604
462,焦作师范高等专科学校实训室智能管理中心建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1209349&channelCode=H690202
463,郑州财税金融职业学院航空综合实训基地建设项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1208904&channelCode=H610102
464,郑州市金融学校新能源汽车实训基地建设项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1208303&channelCode=H610102
465,郑州市金融学校物流现代综合作业实训室建设项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1208300&channelCode=H610102
469,河南省妇女干部学校（河南省幼儿师范学校）智能云会计信息化综合实训室项目中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1208030&channelCode=H600102
472,洛阳铁路信息工程学校1+X列车运行自动控制系统现场信号设备运用与维护培训系统项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1207534&channelCode=H600102
474,郑州市第六十五中学多功能室项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1206140&channelCode=D270202
477,【平公资采2022774号】电子商务实训室采购（二次）-结果公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1205922&channelCode=H650202
478,河南护理职业学院大学生心理健康教育与咨询中心建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1206267&channelCode=H600102
479,河南财政金融学院智慧校园网络设备更新项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1205393&channelCode=H600102
