,标题,原文链接
238,新乡医学院智慧教室（一期）设备采购与安装项目中标结果公告,http://www.hngp.gov.cn/henan/content?infoId=1068003&channelCode=H600104
243,洛宁县兴宁小学多媒体教学设备采购项目中标公告,http://www.hngp.gov.cn/henan/content?infoId=1066828&channelCode=D680503
4,许昌学院智慧教室建设项目（二期）项目（三次）-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1340985&channelCode=H600102
9,河南省驻马店财经学校2022年双高工程“智能财务综合实训中心”、“物联网实训室2”项目A包（二次）-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1339572&channelCode=H600102
12,商丘市实验中学教室空调购置安装项目（二次）结果公告,http://www.hngp.gov.cn/henan/content?infoId=1339269&channelCode=H750605
18,安阳市中等职业技术学校（安阳市职业教育中心）智慧黑板建设项目（四次）-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1336973&channelCode=H660202
21,温县第一高级中学温县一中教室电子黑板设备采购项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1336688&channelCode=H690202
22,新乡职业技术学院电子信息专业综合项目实训室项目结果公告,http://xinxiang.hngp.gov.cn/xinxiang/content?infoId=1335654&channelCode=H680202
23,滑县职业中等专业学校植物保护仿真实训室新建项目结果公示,http://www.hngp.gov.cn/henan/content?infoId=1335286&channelCode=D830503
27,南阳市第八中学校科教楼、阶梯教室多联机空调采购项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1334208&channelCode=H740602
30,新乡职业技术学院数控专业五轴加工中心实训室二期建设项目(二次)结果公告,http://www.hngp.gov.cn/henan/content?infoId=1332985&channelCode=H680202
31,河南省驻马店财经学校教学用计算机实训室建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1332367&channelCode=H600102
33,新乡职业技术学院数控高水平专业群多轴加工实训室建设项目（二次）结果公告,http://www.hngp.gov.cn/henan/content?infoId=1331269&channelCode=H680202
34,郑州信息科技职业学院人工智能实训室建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1331127&channelCode=H600102
35,商丘市实验中学教室空调购置安装项目结果公告,http://www.hngp.gov.cn/henan/content?infoId=1330578&channelCode=H750605
38,洛阳职业技术学院机电一体化专业提升项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1330861&channelCode=H640102
50,南阳市第十三中学校监控网络及录播教室建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1327593&channelCode=H740602
51,河南工业大学6号楼8号楼31号楼物业服务项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1327561&channelCode=H600102
52,新乡职业技术学院协作机器人实训室建设项目结果公告,http://www.hngp.gov.cn/henan/content?infoId=1327408&channelCode=H680202
53,桐柏县中等职业学校标准化建设项目（二次）-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1326962&channelCode=H740602
56,郑州旅游职业学院数字化PLC实训室建设项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1326668&channelCode=H610102
65,河南水利与环境职业学院数字媒体制作实训室项目补充合同,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1325240&channelCode=H601401
66,河南水利与环境职业学院大数据平台运维实训室项目补充合同,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1325238&channelCode=H601401
68,郑州旅游职业学院软件开发实训室升级改造项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1324560&channelCode=H610102
77,【平公资采20221288号】幼儿园情景模拟综合实训室项目中标公告,http://pingdingshan.hngp.gov.cn/pingdingshan/content?infoId=1323853&channelCode=H650202
82,河南省驻马店财经学校数字影像技术专业教学实训室项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1323484&channelCode=H600102
83,河南省驻马店农业学校关于实施双高四期实训室建设项目的申请-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1323065&channelCode=H780602
85,河南省驻马店财经学校2022年双高工程“智能财务综合实训中心”、“物联网实训室2”项目（B包）-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1323678&channelCode=H600102
86,黄河水利职业技术学院地下工程测量实训室设备购置项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1324068&channelCode=H600102
89,河南交通职业技术学院省级重点产业急需紧缺技能人才培养基地项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1322552&channelCode=H600102
90,安阳师范学院智慧教室建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1322302&channelCode=H600102
91,柘城职业技术学校高水平学校和高水平专业群四期建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1321702&channelCode=D600104
95,河南水利与环境职业学院模具实训室项目补充合同,http://www.hngp.gov.cn/henan/content?infoId=1316749&channelCode=H601401
96,河南水利与环境职业学院工业机器人应用与编程实训室项目补充合同,http://www.hngp.gov.cn/henan/content?infoId=1316747&channelCode=H601401
103,河南机电职业学院机电设备运维国家级虚拟仿真实训基地（一期）建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1315122&channelCode=H600102
107,河南林业职业学院林业有害生物检测监测技术研究中心项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1313968&channelCode=H600102
108,郑州市经济贸易学校航测智能一体化实训室建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1314364&channelCode=H610102
109,南阳市第五完全学校计算机教室采购项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1314519&channelCode=H740602
117,河南工学院本科高校转型发展与服务经济社会发展（智慧教室升级建设）项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1312562&channelCode=H600102
118,河南师范大学2022年中央财政智慧教学环境建设(一期)项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1312273&channelCode=H600102
119,【平公资采20221309号】平顶山市财经学校企业经营模拟沙盘实训室项目中标公告,http://pingdingshan.hngp.gov.cn/pingdingshan/content?infoId=1311444&channelCode=H650202
129,新乡学院商务经济学综合实训室项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1306339&channelCode=H680202
133,郑州市盲聋哑学校功能室设备项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1303898&channelCode=H610102
134,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年计算机教室项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1303730&channelCode=H610102
135,项城市中等专业学校电子商务1+X技能实训室建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1303706&channelCode=H770602
136,罗山县中等职业学校2022年高水平专业群建设项目中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1303986&channelCode=D980503
138,郑州市管城回族区东关小学录播教室采购项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1302949&channelCode=D280202
139,郑州财税金融职业学院服装与服饰设计专业实训室建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1302972&channelCode=H610102
141,郑州电力高等专科学校智慧实训室建设项目补充合同,http://www.hngp.gov.cn/henan/content?infoId=1303169&channelCode=H601401
145,郑州市管城回族区春晓小学计算机教室采购项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1301952&channelCode=D280202
148,【平公资采20221211号】平顶山学院教学环境提升项目-中标公告,http://pingdingshan.hngp.gov.cn/pingdingshan/content?infoId=1299778&channelCode=H650202
149,【平公资采20221211号】平顶山学院教学环境提升项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1299778&channelCode=H650202
151,河南省南阳工业学校可编程控制器1+X实训室建设项目-中标公告,http://nanyang.hngp.gov.cn/nanyang/content?infoId=1299321&channelCode=H740602
153,长垣技师学院（长垣职业中等专业学校）实训室建设项目-中标公告,http://xinxiang.hngp.gov.cn/xinxiang/content?infoId=1295559&channelCode=D890503
158,南阳市第十五小学校孔明路校区人工智能教室采购安装工程项目-中标公告,http://nanyang.hngp.gov.cn/nanyang/content?infoId=1292659&channelCode=H740602
159,新蔡县第二高级中学采购安装教室、宿舍、报告厅空调项目-中标公告,http://zhumadian.hngp.gov.cn/zhumadian/content?infoId=1290415&channelCode=D860503
160,三门峡职业技术学院智能制造学院工业机械及智能传感技术实训中心建设项目（三次）-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1289543&channelCode=H730202
161,河南省洛阳市第一中学教学楼建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1289083&channelCode=H640102
162,三门峡职业技术学院灵凤湖校区图书馆智慧化建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1288904&channelCode=H730202
163,鹤壁职业技术学院校院（鹤壁市妇幼保健院）共建妇幼健康促进培训基地项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1288563&channelCode=H670202
164,洛阳职业技术学院汽车整车故障诊断技术实训中心项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1288332&channelCode=H640102
169,濮阳医学高等专科学校智慧校园基础平台建设项目（二次）-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1287957&channelCode=H700202
171,【平公资采20221167号】平顶山市第三高级中学一高校区学生宿舍空调、教室、食堂餐厅及办公室会议室空调采购项目中标公告,http://pingdingshan.hngp.gov.cn/pingdingshan/content?infoId=1287672&channelCode=H650202
172,清丰县春晖路小学教学办公设备购置-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1287539&channelCode=E000503
177,濮阳医学高等专科学校临床实验实训室一期建设项目（二次）-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1283448&channelCode=H700202
178,桐柏县中等职业学校标准化建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1282087&channelCode=H740602
180,长垣技师学院（长垣职业中等专业学校）实训室建设项目-中标公告,http://xinxiang.hngp.gov.cn/xinxiang/content?infoId=1281292&channelCode=D890503
183,【平公资采20221133号】平顶山职业技术学院保安服务费项目中标公告,http://pingdingshan.hngp.gov.cn/pingdingshan/content?infoId=1279612&channelCode=H650202
184,原阳县第五初级中学教学设备采购项目（二次）-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1278970&channelCode=H680202
185,洛阳职业技术学院食品虚拟仿真工程实训室建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1279869&channelCode=H640102
187,洛阳职业技术学院食品虚拟仿真工程实训室建设项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1279869&channelCode=H640102
188,南阳市第十三中学校文化路校区物理实验室装备项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1279699&channelCode=H740602
195,浚县新镇镇西郭村中心小学附设园设备采购项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1277750&channelCode=H670202
196,河南省驻马店财经学校2022双高工程“幼儿保育保健实训室”、“舞蹈表演专业多功能排练厅采购”项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1277888&channelCode=H600102
199,郑州旅游职业学院市场营销数字可视化云实训中心项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1276264&channelCode=H610102
200,郑州市科技工业学校-城市轨道交通运营管理仿真实训项目中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1275928&channelCode=H610102
201,洛阳职业技术学院信创电子教室与实训平台项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1275877&channelCode=H640102
204,许昌学院数字化实践教学中心（二期）项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1274957&channelCode=H600102
205,郑州旅游职业学院新校区公共机房建设项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1275171&channelCode=H610102
211,洛阳职业技术学院教师综合素质提升工程调整项目（一标段智慧教室）中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1272821&channelCode=H640102
214,南阳理工学院计算机应用实验室新建项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1273589&channelCode=H740602
218,郑州市科技工业学校-机器人实训室建设项目中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1271833&channelCode=H610102
220,河南信息统计职业学院“双高”专业群资源库建设（一期）项目-中标结果公告,http://www.hngp.gov.cn/henan/content?infoId=1271733&channelCode=H600102
221,郑州铁路职业技术学院人工智能综合实训室设备采购项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1272367&channelCode=H600102
222,安阳市银鹭小学教室护眼灯及电子黑板采购项目中标公告,http://www.hngp.gov.cn/henan/content?infoId=1272323&channelCode=H660202
223,洛阳铁路信息工程学校PLC理实一体化教室建设项目采购意向书项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1272147&channelCode=H600102
225,柘城职业技术学校纸质图书采购及编目、加工项目-结果公告,http://shangqiu.hngp.gov.cn/shangqiu/content?infoId=1270520&channelCode=D600104
226,洛阳铁路信息工程学校学生视觉传达机房项目-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1271121&channelCode=H600102
228,清丰县晓月路小学教育教学设备采购-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1271141&channelCode=E000503
230,新乡市红旗区小店镇中心学校薄弱环节改善与能力提升采购-中标公告,http://www.hngp.gov.cn/henan/content?infoId=1268314&channelCode=H680202
235,洛阳职业技术学院云计算大赛实训平台及计算机设备采购项目-中标公告,http://luoyang.hngp.gov.cn/luoyang/content?infoId=1266613&channelCode=H640102
236,郑州旅游职业学院校园保洁服务项目-中标公告,http://zhengzhou.hngp.gov.cn/zhengzhou/content?infoId=1266409&channelCode=H610102
244,社旗县中等职业学校2021-2022学年“双高”建设项目（第二批）项目-中标公告,http://nanyang.hngp.gov.cn/nanyang/content?infoId=1264808&channelCode=H740602
